Pointer Bill of Materials,,,,,,,
,,,,,,,
Item,Brand,Manufacturer Part #,Source,Link,Count,Unit Price,
ScorpionX MX-64 Robot Turret,Trossen Robotics,KIT-SXT-MX64,Trossen,http://www.trossenrobotics.com/p/ScorpionX-RX-64-robot-turret.aspx,1,$749.95 ,
L12 100mm 210:1 Linear Actuator,Firgelli,,Trossen,http://www.trossenrobotics.com/p/figelli-L12-100mm-210-1-Linear-Actuator.aspx,1,$90.00 ,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
